,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,characteristics_ch1.1,characteristics_ch1.2,treatment_protocol_ch1,growth_protocol_ch1,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,taxid_ch1,hyb_protocol,scan_protocol,description,data_processing,platform_id,contact_name,contact_email,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,contact_web_link,supplementary_file,data_row_count,relation,relation.1
GSM887348,NB-1,GSM887348,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,HSRRB,Homo sapiens,primary site: autonomic_ganglia,histology: neuroblastoma,,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887348/suppl/GSM887348.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887349,NB-4,GSM887349,Public on Mar 20 2012,Mar 06 2012,Mar 20 2012,RNA,1,DSMZ,Homo sapiens,primary site: haematopoietic_and_lymphoid_tissue,histology: haematopoietic_neoplasm,histology subtype1: acute_myeloid_leukaemia,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887349/suppl/GSM887349.CEL.gz,18926,,
GSM887350,NCI-H1048,GSM887350,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,ATCC,Homo sapiens,primary site: lung,histology: carcinoma,histology subtype1: small_cell_carcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887350/suppl/GSM887350.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887351,NCI-H1092,GSM887351,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,ATCC,Homo sapiens,primary site: lung,histology: carcinoma,histology subtype1: small_cell_carcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887351/suppl/GSM887351.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887352,NCI-H1105,GSM887352,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,ATCC,Homo sapiens,primary site: lung,histology: carcinoma,histology subtype1: small_cell_carcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887352/suppl/GSM887352.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887353,NCI-H1155,GSM887353,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,ATCC,Homo sapiens,primary site: lung,histology: carcinoma,histology subtype1: large_cell_carcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887353/suppl/GSM887353.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887354,NCI-H1184,GSM887354,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,ATCC,Homo sapiens,primary site: lung,histology: carcinoma,histology subtype1: small_cell_carcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887354/suppl/GSM887354.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887355,NCI-H1299,GSM887355,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,ATCC,Homo sapiens,primary site: lung,histology: carcinoma,histology subtype1: non_small_cell_carcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887355/suppl/GSM887355.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887356,NCI-H1339,GSM887356,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,ATCC,Homo sapiens,primary site: lung,histology: carcinoma,histology subtype1: small_cell_carcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887356/suppl/GSM887356.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887357,NCI-H1341,GSM887357,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,ATCC,Homo sapiens,primary site: lung,histology: carcinoma,histology subtype1: small_cell_carcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887357/suppl/GSM887357.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887358,NCI-H1355,GSM887358,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,ATCC,Homo sapiens,primary site: lung,histology: carcinoma,histology subtype1: adenocarcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887358/suppl/GSM887358.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887359,NCI-H1373,GSM887359,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,ATCC,Homo sapiens,primary site: lung,histology: carcinoma,histology subtype1: adenocarcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887359/suppl/GSM887359.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887360,NCI-H1385,GSM887360,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,ATCC,Homo sapiens,primary site: lung,histology: carcinoma,histology subtype1: squamous_cell_carcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887360/suppl/GSM887360.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887361,NCI-H1395,GSM887361,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,ATCC,Homo sapiens,primary site: lung,histology: carcinoma,histology subtype1: adenocarcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887361/suppl/GSM887361.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887362,NCI-H1435,GSM887362,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,ATCC,Homo sapiens,primary site: lung,histology: carcinoma,histology subtype1: non_small_cell_carcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887362/suppl/GSM887362.CEL.gz,18926,Reanalyzed by: GSE86362,
